id,hook,title,for,cat,link,comentarios,thumb
ig-DHoqcg_IOKV,,"1 years ago, it never get old . .",bailarines,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DHoqcg_IOKV/?igsh=MXM4eHRybjBmMDAwdg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/aeacbc2f41765f6040a399f88b6160b4c6b629e9.jpg
ig-DMDvjFuPMSj,,*When* did I missss Pulling up in some fye,,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DMDvjFuPMSj/?igsh=NnkwODhpN3RsYjQ0,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/dd3b53b318cfc2a43ec5b9fc51a420c339613193.jpg
ig-DObBfeNDLZH,,lost somewhere between the mountains and the sea. PS,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/DObBfeNDLZH/?igsh=MXA3dGc2NXRhY3V5MQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/fd64fac14988bfc0ef97f52bbe324cbeef2e2b13.jpg
ig-DNP74t-z0O2,,An in depth look at our Nukumori()6 piece collection,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DNP74t-z0O2/?igsh=MTQ0Y2Z4eXBsYnR5Yw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b42ba85b26dcf1377efebaf837dcc98d0eab81f4.jpg
ig-DJ92qO4qlWP,,Vibes · Relatable · Transition Hook · Performance,,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DJ92qO4qlWP/?igsh=MmZzZHN0dTFyN25h,,
ig-DK2RxaqipkH,,Coucher de soleil ( le gars la fin haha),bailarines,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DK2RxaqipkH/?igsh=MXh5ZTJ6OHQ0NjdpNw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9cffe9fcf844e6415229138b87186d6cc579a060.jpg
ig-DN_z2fSkWRP,Como sonaría Queen en cumbia,Queen pero en cumbia ! Con todo respeto y,musician/band,"vibes, transition hook, performance, educational",https://www.instagram.com/reel/DN_z2fSkWRP/?igsh=OHZjeTA0Ym14c2Mw,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/94cb8cecc0f528cdc666da95432906b777acb0d3.jpg
ig-DNVyCoDRxEv,1 guy 10 voices,1 guy 10 voices,vocalist/rapper,"vibes, performance, transition hook, educational",https://www.instagram.com/reel/DNVyCoDRxEv/?igsh=NXpobnB0anc0dzE5,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/27a7de1ff0393b6616a47255c0cee87d8016dbbe.jpg
ig-DMEXDTbvoKS,"Cuando se juntan los que hacen ""puro reggeaton, trap y electrónica",Vibes · Performance · Transition Hook,musician/band,"vibes, performance, transition hook",https://www.instagram.com/reel/DMEXDTbvoKS/?igsh=aTNpMW90ajRpbW5v,,
ig-DM34yLsylvq,,flower,vocalist/rapper,"vibes, transition hook, performance",https://www.instagram.com/reel/DM34yLsylvq/?igsh=aHhpd3Bya3NzbXU2,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/d58131cee3db94976ee2953fc89cf3bb5ea9bb53.jpg
ig-DMYedsYu37G,Las VIBES de esta version,"Este Afro House, un atardecer y nada ms",dj,"vibes, transition hook, performance",https://www.instagram.com/reel/DMYedsYu37G/?igsh=MXI0Y3BhdnptNXAxMw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e5daee87d52516f8a74bb1a7d3e4d4c9ad744a5a.jpg
ig-DIRo4Oog-Pp,,"Presque une semaine que lt funk a commenc, merci",,"vibes, performance, transition hook",https://www.instagram.com/reel/DIRo4Oog-Pp/?igsh=cjVicmtoY2VpY2Vy,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/05c18246292ff3b01ad907fd33d20d6e3ccd670f.jpg
ig-C6E4LBVSNHc,,Blonde from our debut EP coming May 3rd Pre-save,,"vibes, transition hook, performance",https://www.instagram.com/reel/C6E4LBVSNHc/?igsh=MTl0aDhsanpyZjc1,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/15ee76e7cde7d9b8c12aeafcd811f4256f132cb9.jpg
ig-DKj2toNx6X2,,Vibes · Transition Hook · Performance,vocalist/rapper,"vibes, transition hook, performance",https://www.instagram.com/reel/DKj2toNx6X2/?igsh=MXc0Mm5ybXV5YXFwdw==,,
ig-DNU71pPOqTG,2025 hasn't had any good music,2025 music >>>> 2024 music,vocalist/rapper,"vibes, transition hook, performance",https://www.instagram.com/reel/DNU71pPOqTG/?igsh=MTRsYnNleGZqejh6OQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/cdebb012e90e7bd785246a597e28ac7de73616ce.jpg
ig-DKPqgmfJY9c,,Just dropped the stems to this If ur a,,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DKPqgmfJY9c/?igsh=MW91eThsZXplcmJvdg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/fb6458c40bd2820846b2a58bc3cc54da2e867933.jpg
ig-DK0fJckO8RT,Canciones que suenan mejor a eso de las 6 de la tarde,Pt 17. ft @feid,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DK0fJckO8RT/?igsh=MXBpYWFzdW5xYzgxMw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/df2899c397c36f03224629459d28497abd90f4f8.jpg
ig-DOCAC0VjJVl,Iconic Rockstar Haircuts,Iconic Rockstar haircuts,vocalist/rapper,"vibes, transition hook, performance",https://www.instagram.com/reel/DOCAC0VjJVl/?igsh=MTE5cmppYWs5dW1hbA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/982f878db7f4e6195cac2b2eeb82081fc2ed8ea1.jpg
ig-C9flhi8AiqA,,Music is better when we're together. @rufusdusol @maximeraki Remix,dj,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/C9flhi8AiqA/?igsh=YzJuNHkzemZ4M2Zm,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/21b9c211dea6651695ce94cdf1172c8e63993286.jpg
ig-DMiilEai6ir,,Who sings the cutest,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DMiilEai6ir/?igsh=MWtxcTJhcWttNDhwdw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9e90ce5a35584968c9f6de7031bf6c91e0a8dd74.jpg
ig-DJ2MsLtolKr,POV: you realize life isn't even that deep,Vibes · Relatable · Transition Hook · Performance,,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DJ2MsLtolKr/?igsh=MW1zb2Q2Z3Bzb3Y5Nw==,,
ig-DK2P8SusHh2,,Tickets for our UK tour in November are now,vocalist/rapper,"vibes, transition hook, performance, relatable",https://www.instagram.com/p/DK2P8SusHh2/?igsh=MTUyeW02eGt3aGQ3eA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/f58be15905cc634b1562fdd5ea0b4a3c8c6d5e31.jpg
ig-DNdT6UKsW_J,,Bolo bolo who are you picking to party with?,vocalist/rapper,"vibes, transition hook, performance",https://www.instagram.com/reel/DNdT6UKsW_J/?igsh=bDZ5c3JsbjNuNmFp,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/6cfeda31aaf060a6cdc6c279c11326defdb89ec8.jpg
ig-C_s5Ks4v0Gs,,Vibes · Transition Hook · Performance,vocalist/rapper,"vibes, transition hook, performance",https://www.instagram.com/reel/C_s5Ks4v0Gs/?igsh=bmVpeW5yaGI2d3g3,,
ig-DKGYGuCNeT8,Haciendo una cancion al estilo de,esta vez a pedido del pblico jaja etiqueten mucho,,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DKGYGuCNeT8/?igsh=OXU4N25tODY5bjNr,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/79e077e3479bc5507330da50b948bed203ca7888.jpg
ig-DIrHI2UME_i,,Running late New animation for @footlockereu @adidas,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DIrHI2UME_i/?igsh=ZGNlcnhha2l1Y3Mz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/3579e8570d7191df24118d9eee484f497cff0750.jpg
ig-DKGShdcJGnl,"GANASTE campeón, cuídala bien ❤️",Una cancin muy honesta y real,,"vibes, transition hook, performance",https://www.instagram.com/reel/DKGShdcJGnl/?igsh=MWhyNnRhNjloc2g1bw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/146a8ebf167310d9d9784add7b82d86be0e600fa.jpg
ig-DMNyFVatonn,,soon?,vocalist/rapper,"vibes, transition hook, performance, educational",https://www.instagram.com/reel/DMNyFVatonn/?igsh=MXFiNjA3dWNiM245Ng==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/a4eab32d4136628185a183d005989573f9b10994.jpg
ig-DOY6V_ICOKH,Reason why photographers don't share their raw pics,Jumping on this trend I feel so exposed lmao,vocalist/rapper,"vibes, transition hook, performance, relatable",https://www.instagram.com/reel/DOY6V_ICOKH/?igsh=cjFqajVydXhocnho,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/0d28b7efd67e06cf5906ec75928a8f7399dcfd85.jpg
ig-DOGXbpRjDXn,,"one of a kind out this friday, pre-save in",vocalist/rapper,"vibes, transition hook, performance",https://www.instagram.com/reel/DOGXbpRjDXn/?igsh=MXU4ZW9uMnFqNWVhaA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/850ebc49091f0338f6d7e4ee17577093a6dce18b.jpg
ig-DHL5ROTgJs5,,Vibes · Transition Hook · Performance,vocalist/rapper,"vibes, transition hook, performance",https://www.instagram.com/reel/DHL5ROTgJs5/?igsh=MXBjdzJobmt6aTV1aw==,,
ig-DHi2VYQC1jj,"Ostras, Quevedo ha sacado nuevo tema!",Es que menudo tema (hasta el gato se ray,vocalist/rapper,vibes,https://www.instagram.com/reel/DHi2VYQC1jj/?igsh=MTg0aTAyeGhvdGE1NA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/d606750da8770a896428aab878471d5ed7047881.jpg
ig-DGn78eYvR3U,POV : You're lying to yourself just as much as they're living to you,beautiful lies over ugly truths any day,,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DGn78eYvR3U/?igsh=MXB3dmx6bzVkNnRsdA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/3cbf6193bd8c7eb3c26e0647a18e2dcf88f3835d.jpg
ig-DIBwLc5o7NS,,We told ya this one was coming Badder is,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/DIBwLc5o7NS/?igsh=MXBoZWRuZnFmcXozeg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/c3472c3862eb8e71112f0e9338b1278c01cd6291.jpg
ig-DIbZ4cuNb6u,Mc Donnalds your bestbulling bittle,Habt ihr im McDrive schon mal gesungen?,,"para la categora tendencias carro, las clasificaciones ms adecuadas son: - vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DIbZ4cuNb6u/?igsh=eDYyc3VxNWM2Nzlv,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/44388cfdc290c1280fe47751e0e880b7802c638a.jpg
ig-DNG-TV5MFLc,Songs for your morning cofee,Your weekly morning song suggestions!! Updated playlist in bio,vocalist/rapper,"vibes, transition hook, performance",https://www.instagram.com/reel/DNG-TV5MFLc/?igsh=ZDBudW96eXYwc2N0,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/907f5c9048e93dde2219b4afec94db33c8a47300.jpg
ig-DIl3XcZq0ST,people you can vibe with >>>,Friends like this>>>,vocalist/rapper,"vibes, performance, transition hook, educational",https://www.instagram.com/reel/DIl3XcZq0ST/?igsh=anI4c2MxbTUxeTg=,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/0395d0d3c6df85c3854162c524c4af0b3bd79285.jpg
ig-DG0vVIgp6Ul,,Hes on the ground .,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DG0vVIgp6Ul/?igsh=MXZudG0xZ2g2Ym14aw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b7d29f54a685989603acb38815d44237b7165b7b.jpg
ig-DN7yzWrDXiL,If I was an album,Me if I was an album After hours -,vocalist/rapper,"vibes, about me, transition hook, performance",https://www.instagram.com/p/DN7yzWrDXiL/?igsh=MTZ1NXlmbG9vM2tsdQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/8d44e267d0951208940fc65d59370c5694fdac2a.jpg
ig-DJ2mhGJAYcH,,WASHED UP??,vocalist/rapper,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DJ2mhGJAYcH/?igsh=ZGM4dWFkMzUxZXM1,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/ce157ec212737af8982f6f0a0dfda7499860da19.jpg
ig-DNSTC4hzT1Y,,Fragments from a past life,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DNSTC4hzT1Y/?igsh=MWxjdjd0YW0yeXJ1aQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/bfc1faa2748aa23bf9e5b974b87efd3892a92f2d.jpg
ig-DIUDqVXPiYT,"What if Donald Duck sang ""In the End""",Donald Duck sings @linkinpark In The End,producer,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DIUDqVXPiYT/?igsh=MTE2eXlybWc3Ynlrdg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/fcddc1fb9cb96cf89038e9db855542f91ba62f86.jpg
ig-DNiyfmDNGkP,,Its a dance party whenever I show up,bailarines,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DNiyfmDNGkP/?igsh=ZjBmbnIyZHY1Z3o1,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/2ceac227bdeee5991aebe2530ca3d7a427311144.jpg
ig-DNQ03n5tSHS,,who wants a release date?,vocalist/rapper,"vibes, transition hook, performance, relatable",https://www.instagram.com/reel/DNQ03n5tSHS/?igsh=MTRibmNpanN6bGJ4cA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/0a411c9bd49c6059b2c51a1bca1016d38a71f886.jpg
ig-DM6Rz-6T8-M,They asked my name,And My Name Is Mud. Not my cows but,musician/band,"performance, vibes, storytelling",https://www.instagram.com/reel/DM6Rz-6T8-M/?igsh=MXJjcnh5N2x1cjJxZg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/969d4534b4db08f799cdad338fefb3187ec905ab.jpg
ig-DOXE942DzQ-,Different cultures united in the Karaoke car!,They spoke my language PERFECTLY!,vocalist/rapper,"vibes, transition hook, performance, relatable",https://www.instagram.com/reel/DOXE942DzQ-/?igsh=eWhycDVvYTF5eW14,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/eb2930c667673310d3e961ddec0c56bbd6013abd.jpg
ig-DMxsLFxsCRi,Ozzy Osborne x Harry Stlyes?,10 songs in the style of Ozzy Osbourne.,vocalist/rapper,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DMxsLFxsCRi/?igsh=MTV6aWIwNnd5cDlrYg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/26efa7bc54e5af66a1f634636e88b65fc95e6b22.jpg
ig-DOhEPPrjUqZ,,New trand @baha2rx @hanie_sharahi,vocalist/rapper,"vibes, transition hook, performance",https://www.instagram.com/reel/DOhEPPrjUqZ/?igsh=MWgycmV2M3FubHE=,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/a80230b39c510d248656eabc5e8be135420eac41.jpg
ig-DI554YlNqQF,,What if we..,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DI554YlNqQF/?igsh=M2Z0Z3E4cWxpcTl5,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/f9765b314c5930bfb73179104d56be51be69543f.jpg
ig-DHWWlglycJy,,So done Cre: @wilhyamm on TT Follow @guitaracst.daily for,musician/band,"performance, vibes, storytelling, relatable",https://www.instagram.com/reel/DHWWlglycJy/?igsh=MXU2YWJiYXVoMnEwbg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/2dd6f1b81c6859a2dea922656cc7530a3af8f96d.jpg
ig-DHcDM49qi_g,,London! Come along to my next live gig :),musician/band,"vibes, performance, storytelling, transition hook",https://www.instagram.com/reel/DHcDM49qi_g/?igsh=Y29veTF4Yjlna2d1,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/fa713d124906e8b8f7028d37130b1cdbc04d621a.jpg
ig-DOMSYMpke2f,Having a serious conversation with a drummer,Cant blame me,musician/band,"vibes, transition hook, performance",https://www.instagram.com/reel/DOMSYMpke2f/?igsh=MTJkZW9udm53dDdpMg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e090b404ae2e89a05124535b58bbdedab5a52236.jpg
ig-DNy0pNd5JKD,,Propaganda (Sepultura) Recorded with Yamahas EAD10 :) @iggor_cavalera…,musician/band,"vibes, performance, storytelling, transition hook",https://www.instagram.com/reel/DNy0pNd5JKD/?igsh=ZzhkdXF1b3Q4aDBj,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9f159cb005fe53d96f73bb03cd3b8946f0c50577.jpg
ig-DLkZuLQMhKK,What if this song...,Why do these mainstream pop songs sound so good,vocalist/rapper,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DLkZuLQMhKK/?igsh=OXR1ZTcwZ2M4aWIw,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/ad77d18f004ce56918c962719144bb10c006a82a.jpg
ig-DOQvOeujFdH,Esto ya está disponible en YouTube,Mi adaptacin al espaol de de ya disponible,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/DOQvOeujFdH/?igsh=czEyODJjMGV3dndt,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/209c918d0123f0cd58e9713e20a0ece23db7088f.jpg
ig-DIpfzrpzVbu,no way these 2 songs can go together...,love these 2 songs but together though,dj,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DIpfzrpzVbu/?igsh=N3F2Z3JrYWlpdmRo,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/ee3f5358564eeadad1d1032d86dbcbbcd688def6.jpg
ig-DIG1vaWIl_K,,soon Ill be 60 years old,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/DIG1vaWIl_K/?igsh=MTZ0cnNkanRnbG80eg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/dbb10a76bebf5d4c770d0e853d5543f14efee8db.jpg
ig-DNyKYsAWrRM,,Shake It Off (Chops Edition) Sophia on Trombone was,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DNyKYsAWrRM/?igsh=dGY3ZzJtb2RmbDNs,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/aa52dc617d84f88ec46ac5c1c2bd955566826798.jpg
ig-DMis0VFMdie,,I wanna live in the 80s,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DMis0VFMdie/?igsh=MTd4Nm5zYjVhamk2aQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/091e1330e6f1530f296485fbecec5d587bc08628.jpg
ig-DLu3b6yOoTt,You guys I think I just wrote the song of the summer,ahhh i hope you guys like this one,vocalist/rapper,"vibes, transition hook, performance, educational",https://www.instagram.com/reel/DLu3b6yOoTt/?igsh=Zmtpd2xyMnJpNnNm,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9153a96523e6cf4d7b33e603372b046ac1e1c3df.jpg
ig-DOhyDH6gNAQ,Imagine looking back one day and realizing you were brave enough to chase the life you really wanted to live and it actually worked,Vibes · Performance,vocalist/rapper,"vibes, performance",https://www.instagram.com/reel/DOhyDH6gNAQ/?igsh=c2RmOTFvemJsZzVz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9f36e266bcaa0397a8356ba24b82030d2b58a8e6.jpg
ig-DKOEBbNNAJa,Y como es ella? ( siempre la voy a querer),"eso es lo que la hace tan bella, eso",vocalist/rapper,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DKOEBbNNAJa/?igsh=a3p0bjdvODUydWIw,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/12d68db0dfc49e15f33c5db4449a9db837d2df21.jpg
ig-DOV8UiYjwej,,# # # #,bailarines,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DOV8UiYjwej/?igsh=MWgzbnVkcGhjZGtybA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/6f967d051e66869d1637100661f13f319099bfc8.jpg
ig-DLsRmhMsfTx,Strumming my pain,Playing my dream festival tonight & Found this BEAUTIFULLL,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/DLsRmhMsfTx/?igsh=MXA4eTZxejY3bGtmdw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/1307ebdf5d49a33e9a7feebbb26e26301ca00d92.jpg
ig-DGmGCCfOdIi,,whatever happened to MAGIC!? i feel like now more,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DGmGCCfOdIi/?igsh=MTc4cXR0cmRxY3VneA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b7bdc1f820378bcaa8fec99dfd7b720c158782cb.jpg
ig-DNi8ykyppbr,A tu insta me falta una foto conmigo,Sgueme,vocalist/rapper,"vibes, transition hook, performance",https://www.instagram.com/reel/DNi8ykyppbr/?igsh=MTd6eXU1cGMyb2FmeQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e02c6896a206e1e8a77e4a8902bbc3b9887b0c37.jpg
ig-DIKFfrTSHOL,,bro started throwing in adlibs,vocalist/rapper,"educational, relatable, transition hook, performance",https://www.instagram.com/reel/DIKFfrTSHOL/?igsh=MWdjamo5ODB2bGVtYw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/eb2ea35ebd2b90aea8e0323f04b23e0af8a9ba5c.jpg
